model,config,block,importance,lo,hi,p
RandomForest,10,SensorTemp,0.00019468515834508704,7.616679129522908e-05,0.0004009823739961587,0.0
RandomForest,10,SensorValueRAW,0.6342762482132219,0.4611543807576628,0.910495103713058,0.0
RandomForest,10,GEOMETRY_BLOCK,0.15536988534158802,0.11014306321428359,0.22709477539744277,0.0
RandomForest,11,Volume,0.08978284979131723,0.06361798638794679,0.13914681795418576,0.0
RandomForest,11,Area,0.018700511630409644,0.006423795694112143,0.03266911589504767,0.005
RandomForest,11,MaxHeight,0.0068397917057577695,-0.0008587300430571986,0.015608031528634742,0.085
RandomForest,11,CenterDiviation,0.00048814300654720366,0.0002939142270775769,0.0008252634251225299,0.0
RandomForest,11,UsedCoilArea,0.0014287475372950498,7.029349236751807e-05,0.003245272896834665,0.03
RandomForest,11,SensorTemp,0.00020288001852108994,8.001582533942454e-05,0.0004214165504341616,0.0
RandomForest,11,SensorValueRAW,0.6344938526324946,0.4625696107667492,0.9102404867661674,0.0
RandomForest,11,GEOMETRY_BLOCK,0.15556930260383728,0.11016421898724237,0.2264867878066681,0.0
RandomForest,12,Volume,0.09730674329010847,0.06723304142884044,0.15438910241979845,0.0
RandomForest,12,Area,0.01641441743821037,0.003547432483496971,0.029268650287826006,0.015
RandomForest,12,MaxHeight,0.005984421542845952,-0.0018606623030651135,0.015110158496367803,0.13
RandomForest,12,CenterDiviation,0.0004669164913467805,0.00027644789750578825,0.0007756215891436347,0.0
RandomForest,12,UsedCoilArea,0.0017098293276394116,0.0002921059298113565,0.0036191506732396266,0.01
RandomForest,12,SensorTemp,0.000190925179702095,7.793540060035964e-05,0.00041973636604232246,0.0
RandomForest,12,SensorValueRAW,0.6318995387274733,0.4617053468153497,0.9067640785899029,0.0
RandomForest,12,GEOMETRY_BLOCK,0.15377562057873562,0.10831420648337076,0.2243902765256076,0.0
RandomForest,13,Volume,0.09842039413065795,0.0685595109078022,0.15306113910367247,0.0
RandomForest,13,Area,0.016373769842731867,0.0038410789820224065,0.029012865488185456,0.015
RandomForest,13,MaxHeight,0.006939138918597765,-0.0007862866184537243,0.01636091062103461,0.085
RandomForest,13,CenterDiviation,0.0005034421263770961,0.00027620725823993556,0.0008260547188141396,0.0
RandomForest,13,UsedCoilArea,0.0016740761758803346,0.00021829270853239714,0.0035414645246567796,0.035
RandomForest,13,SensorTemp,0.00017436013761418234,6.88916492606273e-05,0.00037464459442638473,0.0
RandomForest,13,SensorValueRAW,0.630826137699091,0.4568004382567763,0.9035122362537829,0.0
RandomForest,13,GEOMETRY_BLOCK,0.15595580122842456,0.11004545276803739,0.22792306183750588,0.0
RandomForest,14,Volume,0.09331912353725547,0.06535180918510142,0.14458974023879795,0.0
RandomForest,14,Area,0.018175209310556495,0.004930142059800072,0.031771598201823785,0.005
RandomForest,14,MaxHeight,0.005906246536072524,-0.001935987002322656,0.015134827944061228,0.145
RandomForest,14,CenterDiviation,0.0005082006913622594,0.0002916722291337326,0.0008633276871499865,0.0
RandomForest,14,UsedCoilArea,0.0016783516312715019,0.0002437730833194568,0.003703886262146502,0.025
RandomForest,14,SensorTemp,0.00022925982180432847,0.00010881406923609616,0.00045135121259778357,0.0
RandomForest,14,SensorValueRAW,0.6300299351008153,0.4560905766362332,0.9054509812835556,0.0
RandomForest,14,GEOMETRY_BLOCK,0.15838231414928594,0.11203783951136381,0.23043047728663563,0.0
